ID_Venta,Producto,Categoria,Precio,Cantidad,Region,Descuento,Almacen,Metodo_Pago,Dia,Mes,Agno
24,"Televisor 55""",Electronica,700,3,Asia,11.17,3,PayPal,7,2,2024
25,Tablet,Electronica,420,5,Sudamerica,12.96,7,Efectivo,8,2,2024
26,Smartphone,Electronica,780,7,Europa,13.18,9,Tarjeta de Credito,9,2,2024
27,Microondas,Electrodomestico,543.11,9,Asia,18.39,3,PayPal,10,2,2024
28,"Televisor 55""",Electronica,500,3,Norteamerica,14.93,1,Tarjeta de Credito,11,2,2024
29,Refrigerador,Electrodomestico,650,1,Europa,7.22,4,Efectivo,12,2,2024
30,Laptop,Electronica,970,4,Asia,3.65,8,Transferencia Bancaria,13,2,2024
31,Smartphone,Electronica,690,8,Sudamerica,5.92,6,Cheque,14,2,2024
32,"Televisor 55""",Electronica,310,6,Europa,26.61,7,Tarjeta de Credito,15,2,2024
33,Aspiradora,Electrodomestico,155,7,Norteamerica,19.37,2,Efectivo,16,2,2024
34,Lavadora,Electrodomestico,543.11,2,Asia,8.58,2,PayPal,17,2,2024
35,Microondas,Electrodomestico,543.11,10,Sudamerica,24.48,5,Tarjeta de Credito,18,2,2024
36,Smartphone,Electronica,680,6,Sudamerica,25.84,1,Tarjeta de Credito,4,2,2024
37,Laptop,Electronica,1050,2,Europa,25.4,3,Cheque,5,2,2024
38,Aspiradora,Electrodomestico,160,8,Norteamerica,14.93,1,Efectivo,6,2,2024
39,"Televisor 55""",Electronica,700,3,Asia,7.57,3,Transferencia Bancaria,7,2,2024
40,Tablet,Electronica,420,5,Sudamerica,22.65,8,PayPal,8,2,2024
41,Smartphone,Electronica,780,7,Europa,13.82,2,Efectivo,9,2,2024
42,Microondas,Electrodomestico,543.11,9,Asia,25.26,3,PayPal,10,2,2024
43,"Televisor 55""",Electronica,500,3,Norteamerica,21.85,7,Tarjeta de Credito,11,2,2024
44,Smartphone,Electronica,780,7,Europa,23.29,9,Cheque,9,2,2024
45,Microondas,Electrodomestico,543.11,9,Asia,19.68,3,Cheque,10,2,2024
46,"Televisor 55""",Electronica,500,3,Norteamerica,5.32,1,Transferencia Bancaria,11,2,2024
47,Refrigerador,Electrodomestico,1250,1,Europa,16.35,4,Cheque,12,2,2024
48,Laptop,Electronica,970,4,Asia,14.93,8,Tarjeta de Credito,13,2,2024
49,Smartphone,Electronica,543.11,8,Sudamerica,28.12,6,Desconocido,14,2,2024
50,"Televisor 55""",Electronica,310,6,Europa,1.3,7,Efectivo,15,2,2024
51,Aspiradora,Electrodomestico,155,7,Norteamerica,4.94,2,Cheque,16,2,2024
52,Lavadora,Electrodomestico,810,2,Asia,3.95,2,Transferencia Bancaria,17,2,2024
53,"Televisor 55""",Electronica,400,2,Norteamerica,21.78,5,Tarjeta de Credito,15,3,2024
54,Smartphone,Electronica,700,5,Europa,24.53,1,PayPal,16,3,2024
55,Refrigerador,Electrodomestico,1200,1,Sudamerica,6.41,3,PayPal,17,3,2024
56,Laptop,Electronica,950,3,Asia,15.18,1,Tarjeta de Credito,18,3,2024
57,Lavadora,Electrodomestico,543.11,1,Norteamerica,25.22,3,Tarjeta de Credito,19,3,2024
58,"Televisor 55""",Electronica,650,4,Europa,21.98,1,PayPal,20,3,2024
59,Aspiradora,Electrodomestico,150,10,Sudamerica,16.27,9,Transferencia Bancaria,21,3,2024
60,Smartphone,Electronica,650,6,Norteamerica,17.71,5,PayPal,22,3,2024
61,Laptop,Electronica,1000,2,Asia,15.25,4,Tarjeta de Credito,23,3,2024
62,Microondas,Electrodomestico,120,8,Europa,8.93,2,Cheque,24,3,2024
63,"Televisor 55""",Electronica,450,2,Sudamerica,16.95,1,Efectivo,25,3,2024
64,Lavadora,Electrodomestico,543.11,3,Asia,20.67,6,Cheque,26,3,2024
65,Smartphone,Electronica,750,7,Norteamerica,26.2,2,Cheque,27,3,2024
66,Microondas,Electrodomestico,543.11,9,Asia,19.09,8,Tarjeta de Credito,28,3,2024
67,"Televisor 55""",Electronica,500,3,Norteamerica,22.83,3,PayPal,29,3,2024
68,Refrigerador,Electrodomestico,1250,1,Europa,4.8,5,Transferencia Bancaria,30,3,2024
69,Laptop,Electronica,970,4,Asia,13.85,7,Cheque,31,3,2024
70,Smartphone,Electronica,690,8,Sudamerica,0.28,9,PayPal,1,4,2024
71,"Televisor 55""",Electronica,310,6,Europa,7.4,3,Transferencia Bancaria,2,4,2024
72,Aspiradora,Electrodomestico,155,7,Norteamerica,21.79,1,Cheque,3,4,2024
73,Lavadora,Electrodomestico,810,2,Asia,29.75,4,Transferencia Bancaria,4,4,2024
74,"Televisor 55""",Electronica,400,2,Norteamerica,2.98,8,PayPal,5,4,2024
75,Smartphone,Electronica,700,5,Europa,12.04,1,Efectivo,6,4,2024
76,Refrigerador,Electrodomestico,1200,1,Sudamerica,24,9,PayPal,7,4,2024
77,Laptop,Electronica,950,3,Asia,6.12,5,Tarjeta de Credito,8,4,2024
78,Lavadora,Electrodomestico,543.11,1,Norteamerica,14.93,4,Transferencia Bancaria,9,4,2024
79,Lavadora,Electrodomestico,543.11,3,Asia,21.99,2,Efectivo,10,4,2024
1,"Televisor 55""",Electronica,400,2,Norteamerica,18.48,1,Transferencia Bancaria,15,1,2024
2,Smartphone,Electronica,700,5,Europa,14.93,6,Transferencia Bancaria,16,1,2024
3,Refrigerador,Electrodomestico,650,1,Sudamerica,10.66,2,Cheque,17,1,2024
4,Laptop,Electronica,950,3,Asia,23.51,8,Tarjeta de Credito,18,1,2024
5,Lavadora,Electrodomestico,543.11,1,Norteamerica,16.63,3,Transferencia Bancaria,19,1,2024
6,"Televisor 55""",Electronica,650,4,Europa,0.16,5,PayPal,20,1,2024
7,Aspiradora,Electrodomestico,543.11,10,Sudamerica,22.83,7,PayPal,21,1,2024
8,Smartphone,Electronica,650,6,Norteamerica,1.06,9,Cheque,22,1,2024
9,Laptop,Electronica,1000,2,Asia,22.37,3,Tarjeta de Credito,23,1,2024
10,Microondas,Electrodomestico,120,8,Europa,6.07,1,Tarjeta de Credito,24,1,2024
11,"Televisor 55""",Electronica,450,2,Sudamerica,28.74,4,PayPal,25,1,2024
12,Lavadora,Electrodomestico,543.11,3,Asia,11.04,8,Efectivo,26,1,2024
13,Smartphone,Electronica,750,7,Norteamerica,9.81,1,Cheque,27,1,2024
14,Laptop,Electronica,850,1,Europa,4.47,9,Cheque,28,1,2024
15,Refrigerador,Electrodomestico,650,1,Sudamerica,9.17,5,PayPal,29,1,2024
16,Microondas,Electrodomestico,100,9,Asia,26.3,4,PayPal,30,1,2024
17,"Televisor 55""",Electronica,300,5,Norteamerica,29.89,2,Efectivo,31,1,2024
18,Tablet,Electronica,543.11,4,Europa,11.05,1,Efectivo,1,2,2024
19,Lavadora,Electrodomestico,750,2,Asia,13.46,6,Tarjeta de Credito,2,2,2024
20,Refrigerador,Electrodomestico,543.11,1,Norteamerica,21.66,2,Cheque,3,2,2024
21,Smartphone,Electronica,680,6,Sudamerica,26.59,8,Cheque,4,2,2024
22,Laptop,Electronica,1050,2,Europa,17.79,3,PayPal,5,2,2024
23,Aspiradora,Electrodomestico,160,8,Norteamerica,11.75,5,Tarjeta de Credito,6,2,2024
24,"Televisor 55""",Electronica,700,3,Asia,12.38,7,Cheque,7,2,2024
25,Tablet,Electronica,420,5,Sudamerica,20.87,9,Tarjeta de Credito,8,2,2024
26,Smartphone,Electronica,780,7,Europa,0.1,3,Tarjeta de Credito,9,2,2024
27,Microondas,Electrodomestico,543.11,9,Asia,18.59,1,PayPal,10,2,2024
28,"Televisor 55""",Electronica,500,3,Norteamerica,10.66,4,Tarjeta de Credito,11,2,2024
29,Refrigerador,Electronica,650,1,Europa,23.83,8,Efectivo,12,2,2024
30,Laptop,Electronica,970,4,Asia,2.79,1,Efectivo,13,2,2024
31,Smartphone,Electronica,690,8,Sudamerica,17.65,9,Transferencia Bancaria,14,2,2024
32,"Televisor 55""",Electronica,310,6,Europa,14.43,5,PayPal,15,2,2024
33,Aspiradora,Electrodomestico,155,7,Norteamerica,19.27,4,Transferencia Bancaria,16,2,2024
34,Lavadora,Electrodomestico,543.11,2,Asia,1.95,2,Efectivo,17,2,2024
35,Microondas,Electronica,543.11,10,Sudamerica,17.4,1,Transferencia Bancaria,18,2,2024
36,Smartphone,Electronica,680,6,Sudamerica,16.84,6,PayPal,4,2,2024
37,Laptop,Electronica,1050,2,Europa,14.93,2,PayPal,5,2,2024
38,Aspiradora,Electrodomestico,160,8,Norteamerica,18.1,8,Tarjeta de Credito,6,2,2024
39,"Televisor 55""",Electronica,700,3,Asia,20.29,3,Cheque,7,2,2024
40,Tablet,Electronica,420,5,Sudamerica,24.15,5,Desconocido,8,2,2024
41,Smartphone,Electronica,780,7,Europa,8.09,7,PayPal,9,2,2024
42,Microondas,Electrodomestico,543.11,9,Asia,24.75,9,Efectivo,10,2,2024
43,"Televisor 55""",Electronica,500,3,Norteamerica,14.95,3,Efectivo,11,2,2024
44,Smartphone,Electronica,780,7,Europa,2.31,1,Tarjeta de Credito,9,2,2024
45,Microondas,Electrodomestico,543.11,9,Asia,1.76,4,PayPal,10,2,2024
46,"Televisor 55""",Electronica,500,3,Norteamerica,10.03,8,Efectivo,11,2,2024
47,Refrigerador,Electrodomestico,1250,1,Europa,23.55,10,PayPal,12,2,2024
48,Laptop,Electronica,970,4,Asia,21.23,6,Efectivo,13,2,2024
49,Smartphone,Electronica,543.11,8,Sudamerica,23.66,2,PayPal,14,2,2024
50,"Televisor 55""",Electronica,310,6,Europa,15.52,8,Transferencia Bancaria,15,2,2024
51,Aspiradora,Electrodomestico,155,7,Norteamerica,13.21,2,PayPal,16,2,2024
52,Lavadora,Electrodomestico,810,2,Asia,4.42,3,Desconocido,17,2,2024
53,"Televisor 55""",Electronica,400,2,Norteamerica,9.85,7,Tarjeta de Credito,15,3,2024
54,Smartphone,Electronica,700,5,Europa,13.02,9,Transferencia Bancaria,16,3,2024
55,Refrigerador,Electrodomestico,1200,1,Sudamerica,2.66,3,Cheque,17,3,2024
56,Laptop,Electronica,950,3,Asia,6.62,1,Tarjeta de Credito,18,3,2024
57,Lavadora,Electrodomestico,543.11,1,Norteamerica,17.95,4,Cheque,19,3,2024
58,"Televisor 55""",Electronica,650,4,Europa,22.07,8,Efectivo,20,3,2024
59,Aspiradora,Electrodomestico,150,10,Sudamerica,29.95,6,Cheque,21,3,2024
60,Smartphone,Electronica,650,6,Norteamerica,27.99,7,PayPal,22,3,2024
61,Laptop,Electronica,1000,2,Asia,19.28,2,Cheque,23,3,2024
62,Microondas,Electrodomestico,120,8,Europa,12.64,2,Tarjeta de Credito,24,3,2024
63,"Televisor 55""",Electronica,450,2,Sudamerica,19.09,5,Tarjeta de Credito,25,3,2024
64,Lavadora,Electrodomestico,543.11,3,Asia,23.57,1,Cheque,26,3,2024
65,Smartphone,Electronica,750,7,Norteamerica,3.55,3,Tarjeta de Credito,27,3,2024
66,Microondas,Electrodomestico,543.11,9,Asia,12.3,1,Tarjeta de Credito,28,3,2024
67,"Televisor 55""",Electronica,500,3,Norteamerica,25.19,3,Cheque,29,3,2024
68,Refrigerador,Electrodomestico,1250,1,Europa,11.51,2,Transferencia Bancaria,30,3,2024
69,Laptop,Electronica,970,4,Asia,17.16,5,Transferencia Bancaria,31,3,2024
70,"Televisor 55""",Electronica,690,8,Sudamerica,17.63,1,Efectivo,1,4,2024
71,"Televisor 55""",Electronica,310,6,Europa,5.53,3,Tarjeta de Credito,2,4,2024
72,Aspiradora,Electrodomestico,155,7,Norteamerica,10.87,1,Cheque,3,4,2024
73,Lavadora,Electrodomestico,810,2,Asia,10.04,4,Tarjeta de Credito,4,4,2024
74,"Televisor 55""",Electronica,400,2,Norteamerica,0.79,10,PayPal,5,4,2024
75,Smartphone,Electronica,700,5,Europa,0.73,6,Tarjeta de Credito,6,4,2024
76,"Televisor 55""",Electrodomestico,1200,1,Sudamerica,24.95,2,Tarjeta de Credito,7,4,2024
77,Laptop,Electronica,950,3,Asia,8.19,8,Transferencia Bancaria,8,4,2024
78,Lavadora,Electrodomestico,543.11,1,Norteamerica,15.54,2,Cheque,9,4,2024
79,Lavadora,Electrodomestico,543.11,3,Asia,8.96,3,Tarjeta de Credito,10,4,2024
1,"Televisor 55""",Electronica,400,2,Norteamerica,28.22,7,Transferencia Bancaria,15,1,2024
2,Smartphone,Electronica,700,5,Europa,7.78,1,Efectivo,16,1,2024
3,Refrigerador,Electrodomestico,650,1,Sudamerica,12.89,1,Transferencia Bancaria,17,1,2024
4,Laptop,Electronica,950,3,Asia,26.18,9,Transferencia Bancaria,18,1,2024
5,Lavadora,Electrodomestico,543.11,1,Norteamerica,25.26,5,Transferencia Bancaria,19,1,2024
6,"Televisor 55""",Electronica,650,4,Europa,5.58,4,Tarjeta de Credito,20,1,2024
7,Aspiradora,Electrodomestico,543.11,10,Sudamerica,24.08,2,Tarjeta de Credito,21,1,2024
8,Smartphone,Electronica,650,6,Norteamerica,13.75,1,Efectivo,22,1,2024
9,Laptop,Electronica,1000,2,Asia,14.49,6,PayPal,23,1,2024
10,Microondas,Electrodomestico,120,8,Europa,4,2,PayPal,24,1,2024
11,"Televisor 55""",Electronica,450,2,Sudamerica,2.42,8,PayPal,25,1,2024
12,Lavadora,Electrodomestico,543.11,3,Asia,21.84,3,Efectivo,26,1,2024
13,Smartphone,Electronica,750,7,Norteamerica,14.89,5,PayPal,27,1,2024
14,Laptop,Electronica,850,1,Europa,13.11,7,PayPal,28,1,2024
15,Refrigerador,Electrodomestico,650,1,Sudamerica,21.89,9,Transferencia Bancaria,29,1,2024
16,Microondas,Electrodomestico,100,9,Asia,22.97,3,Tarjeta de Credito,30,1,2024
17,"Televisor 55""",Electronica,300,5,Norteamerica,4.77,1,Tarjeta de Credito,31,1,2024
18,Tablet,Electronica,543.11,4,Europa,18.31,4,Transferencia Bancaria,1,2,2024
19,Lavadora,Electrodomestico,750,2,Asia,4.06,8,Transferencia Bancaria,2,2,2024
20,Refrigerador,Electrodomestico,543.11,1,Norteamerica,22.54,6,Transferencia Bancaria,3,2,2024
21,Smartphone,Electronica,680,6,Sudamerica,19.71,7,Tarjeta de Credito,4,2,2024
22,Laptop,Electronica,1050,2,Europa,28.7,2,PayPal,5,2,2024
23,Aspiradora,Electrodomestico,160,8,Norteamerica,2.07,10,Transferencia Bancaria,6,2,2024
24,"Televisor 55""",Electronica,700,3,Asia,1.71,6,Efectivo,7,2,2024
25,Tablet,Electronica,420,5,Sudamerica,8.47,2,Transferencia Bancaria,8,2,2024
26,Smartphone,Electronica,780,7,Europa,7.85,8,Cheque,9,2,2024
27,Microondas,Electrodomestico,543.11,9,Asia,7.41,3,Transferencia Bancaria,10,2,2024
28,"Televisor 55""",Electronica,500,3,Norteamerica,27.19,5,Tarjeta de Credito,11,2,2024
29,Refrigerador,Electrodomestico,650,1,Europa,7.49,7,Transferencia Bancaria,12,2,2024
30,Laptop,Electronica,970,4,Asia,8.16,9,Cheque,13,2,2024
31,Smartphone,Electronica,690,8,Sudamerica,22.78,3,Efectivo,14,2,2024
32,"Televisor 55""",Electronica,310,6,Europa,13.49,7,PayPal,15,2,2024
33,Aspiradora,Electrodomestico,155,7,Norteamerica,23.3,9,Transferencia Bancaria,16,2,2024
34,Lavadora,Electrodomestico,543.11,2,Asia,1.96,3,Cheque,17,2,2024
35,Microondas,Electrodomestico,543.11,10,Sudamerica,14.63,1,Cheque,18,2,2024
36,Smartphone,Electronica,680,6,Sudamerica,1.01,4,Efectivo,4,2,2024
37,Laptop,Electronica,1050,2,Europa,1.88,8,Tarjeta de Credito,5,2,2024
38,Aspiradora,Electrodomestico,160,8,Norteamerica,27.19,6,Transferencia Bancaria,6,2,2024
39,"Televisor 55""",Electronica,700,3,Asia,4.18,7,Cheque,7,2,2024
40,Tablet,Electronica,420,5,Sudamerica,15.97,2,Efectivo,8,2,2024
41,Smartphone,Electronica,780,7,Europa,12.33,2,PayPal,9,2,2024
42,Microondas,Electrodomestico,543.11,9,Asia,10.42,5,Cheque,10,2,2024
43,"Televisor 55""",Electronica,500,3,Norteamerica,27,1,Efectivo,11,2,2024
44,Smartphone,Electronica,780,7,Europa,0.65,3,Tarjeta de Credito,9,2,2024
45,Microondas,Electrodomestico,543.11,9,Asia,19.91,1,Tarjeta de Credito,10,2,2024
46,"Televisor 55""",Electronica,500,3,Norteamerica,28.9,4,Cheque,11,2,2024
47,Refrigerador,Electrodomestico,1250,1,Europa,16.81,10,Cheque,12,2,2024
48,Laptop,Electronica,970,4,Asia,28.1,6,Transferencia Bancaria,13,2,2024
49,Smartphone,Electronica,543.11,8,Sudamerica,1.57,2,Efectivo,14,2,2024
50,"Televisor 55""",Electronica,310,6,Europa,12.56,8,Cheque,15,2,2024
51,Aspiradora,Electrodomestico,155,7,Norteamerica,7.8,2,Transferencia Bancaria,16,2,2024
52,Lavadora,Electrodomestico,810,2,Asia,21.92,3,Transferencia Bancaria,17,2,2024
53,"Televisor 55""",Electronica,400,2,Norteamerica,29.44,7,Cheque,15,3,2024
54,Smartphone,Electronica,700,5,Europa,7.7,9,Tarjeta de Credito,16,3,2024
55,Refrigerador,Electrodomestico,1200,1,Sudamerica,19.63,3,Efectivo,17,3,2024
56,Laptop,Electronica,950,3,Asia,5.94,1,Efectivo,18,3,2024
57,Lavadora,Electrodomestico,543.11,1,Norteamerica,16.96,4,Tarjeta de Credito,19,3,2024
58,"Televisor 55""",Electronica,650,4,Europa,13.92,8,Cheque,20,3,2024
59,Aspiradora,Electrodomestico,150,10,Sudamerica,29.16,10,Efectivo,21,3,2024
60,Smartphone,Electronica,650,6,Norteamerica,18.26,6,Desconocido,22,3,2024
61,Laptop,Electronica,1000,2,Asia,10.49,2,Cheque,23,3,2024
62,Microondas,Electrodomestico,120,8,Europa,3.42,8,Transferencia Bancaria,24,3,2024
63,"Televisor 55""",Electronica,450,2,Sudamerica,4.54,2,Tarjeta de Credito,25,3,2024
64,Lavadora,Electrodomestico,543.11,3,Asia,6.76,3,Cheque,26,3,2024
65,Smartphone,Electronica,750,7,Norteamerica,7.53,7,PayPal,27,3,2024
66,Microondas,Electrodomestico,543.11,9,Asia,25.52,9,Tarjeta de Credito,28,3,2024
67,"Televisor 55""",Electronica,500,3,Norteamerica,16.84,3,Efectivo,29,3,2024
68,Refrigerador,Electrodomestico,1250,1,Europa,15.7,1,Transferencia Bancaria,30,3,2024
69,Laptop,Electronica,970,4,Asia,3.44,4,Desconocido,31,3,2024
70,Smartphone,Electronica,690,8,Sudamerica,25.8,8,Efectivo,1,4,2024
71,"Televisor 55""",Electronica,310,6,Europa,21.68,6,Tarjeta de Credito,2,4,2024
72,Aspiradora,Electrodomestico,155,7,Norteamerica,2.03,7,Desconocido,3,4,2024
73,Lavadora,Electrodomestico,810,2,Asia,21.24,2,Cheque,4,4,2024
74,"Televisor 55""",Electronica,400,2,Norteamerica,16.31,2,Efectivo,5,4,2024
75,Smartphone,Electronica,700,5,Europa,2.45,5,Transferencia Bancaria,6,4,2024
76,Refrigerador,Electrodomestico,1200,1,Sudamerica,13.75,1,Transferencia Bancaria,7,4,2024
77,Laptop,Electronica,950,3,Asia,14.54,3,PayPal,8,4,2024
78,Lavadora,Electrodomestico,543.11,1,Norteamerica,4.97,1,Transferencia Bancaria,9,4,2024
79,Lavadora,Electrodomestico,543.11,3,Asia,28.37,3,Efectivo,10,4,2024
1,"Televisor 55""",Electronica,400,2,Norteamerica,25.5,2,Transferencia Bancaria,15,1,2024
2,Smartphone,Electronica,700,5,Europa,20.07,5,Tarjeta de Credito,16,1,2024
3,Refrigerador,Electrodomestico,650,1,Sudamerica,13.87,1,Transferencia Bancaria,17,1,2024
4,Laptop,Electronica,950,3,Asia,12.35,3,Cheque,18,1,2024
5,Lavadora,Electrodomestico,543.11,1,Norteamerica,19.53,1,Tarjeta de Credito,19,1,2024
6,"Televisor 55""",Electronica,650,4,Europa,16.36,4,PayPal,20,1,2024
7,Aspiradora,Electrodomestico,543.11,10,Sudamerica,1.87,10,Cheque,21,1,2024
8,Smartphone,Electronica,650,6,Norteamerica,15.38,6,Efectivo,22,1,2024
9,Laptop,Electronica,1000,2,Asia,14.93,2,Efectivo,23,1,2024
10,Microondas,Electrodomestico,120,8,Europa,13.78,8,Efectivo,24,1,2024
11,"Televisor 55""",Electronica,450,2,Sudamerica,14.93,2,Cheque,25,1,2024
12,Lavadora,Electrodomestico,543.11,3,Asia,23.59,3,Cheque,26,1,2024
13,Smartphone,Electronica,750,7,Norteamerica,6.04,7,Cheque,27,1,2024
14,Laptop,Electronica,850,1,Europa,7.76,1,Tarjeta de Credito,28,1,2024
15,Refrigerador,Electrodomestico,650,1,Sudamerica,4.94,1,Tarjeta de Credito,29,1,2024
16,Microondas,Electrodomestico,100,9,Asia,9.91,9,Efectivo,30,1,2024
17,"Televisor 55""",Electronica,300,5,Norteamerica,22.7,5,Transferencia Bancaria,31,1,2024
18,Tablet,Electronica,543.11,4,Europa,15.58,4,Efectivo,1,2,2024
19,Lavadora,Electrodomestico,750,2,Asia,6.15,2,PayPal,2,2,2024
20,Refrigerador,Electrodomestico,543.11,1,Norteamerica,26.33,1,Tarjeta de Credito,3,2,2024
21,Smartphone,Electronica,680,6,Sudamerica,26.39,6,Cheque,4,2,2024
22,Laptop,Electronica,1050,2,Europa,26.12,2,Tarjeta de Credito,5,2,2024
23,Aspiradora,Electrodomestico,160,8,Norteamerica,7.16,8,Cheque,6,2,2024
24,"Televisor 55""",Electronica,700,3,Asia,13.54,3,PayPal,7,2,2024
25,Tablet,Electronica,420,5,Sudamerica,29.55,5,PayPal,8,2,2024
26,Smartphone,Electronica,780,7,Europa,23.16,7,Tarjeta de Credito,9,2,2024
27,Microondas,Electrodomestico,543.11,9,Asia,0.82,9,Cheque,10,2,2024
28,"Televisor 55""",Electronica,500,3,Norteamerica,1.96,3,PayPal,11,2,2024
29,Refrigerador,Electrodomestico,650,1,Europa,13.92,1,Efectivo,12,2,2024
30,Laptop,Electronica,970,4,Asia,27.28,4,Efectivo,13,2,2024
31,Smartphone,Electronica,690,8,Sudamerica,16.16,8,Cheque,14,2,2024
32,"Televisor 55""",Electronica,310,6,Europa,14.93,6,Tarjeta de Credito,15,2,2024
33,Aspiradora,Electrodomestico,155,7,Norteamerica,3.16,7,Desconocido,16,2,2024
34,Lavadora,Electrodomestico,543.11,2,Asia,19.7,2,Tarjeta de Credito,17,2,2024
35,Microondas,Electrodomestico,543.11,10,Sudamerica,24.66,10,Efectivo,18,2,2024
36,Smartphone,Electronica,680,6,Sudamerica,11.41,6,PayPal,4,2,2024
37,Laptop,Electronica,1050,2,Europa,14.93,2,Tarjeta de Credito,5,2,2024
38,Aspiradora,Electrodomestico,160,8,Norteamerica,14.93,8,Transferencia Bancaria,6,2,2024
39,"Televisor 55""",Electronica,700,3,Asia,6.11,3,Cheque,7,2,2024
40,Tablet,Electronica,420,5,Sudamerica,15.7,5,Cheque,8,2,2024
41,Smartphone,Electronica,780,7,Europa,8.61,7,Transferencia Bancaria,9,2,2024
42,Microondas,Electrodomestico,543.11,9,Asia,23.79,9,Efectivo,10,2,2024
43,"Televisor 55""",Electronica,500,3,Norteamerica,17.33,3,PayPal,11,2,2024
44,Smartphone,Electronica,780,7,Europa,19.04,7,Cheque,9,2,2024
45,Microondas,Electrodomestico,543.11,9,Asia,23.94,9,Transferencia Bancaria,10,2,2024
46,"Televisor 55""",Electronica,500,3,Norteamerica,11.88,3,Transferencia Bancaria,11,2,2024
